volcano_number,volcano_name,primary_volcano_type,country,latitude,longitude,elevation,tectonic_settings,evidence_category
290290,Sinarka,Stratovolcano,Russia,48.873,154.182,911,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290300,Kharimkotan,Stratovolcano,Russia,49.12,154.508,1145,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290310,Tao-Rusyr Caldera,Stratovolcano,Russia,49.35,154.7,1325,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290320,Nemo Peak,Caldera,Russia,49.57,154.808,1018,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
290331,Shirinki,Stratovolcano,Russia,50.2,154.98,761,Subduction zone / Continental crust (>25 km),Evidence Credible
290340,Fuss Peak,Stratovolcano,Russia,50.267,155.246,1742,Subduction zone / Continental crust (>25 km),Eruption Observed
290350,Karpinsky Group,Cone(s),Russia,50.148,155.373,1326,Subduction zone / Continental crust (>25 km),Eruption Observed
290360,Chikurachki,Stratovolcano(es),Russia,50.324,155.461,1781,Subduction zone / Continental crust (>25 km),Eruption Observed
290370,Vernadskii Ridge,Pyroclastic cone(s),Russia,50.55,155.97,1183,Subduction zone / Continental crust (>25 km),Evidence Credible
290380,Ebeko,Stratovolcano,Russia,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed
290390,Alaid,Stratovolcano,Russia,50.861,155.565,2285,Subduction zone / Continental crust (>25 km),Eruption Observed
300001,Mashkovtsev,Stratovolcano,Russia,51.1,156.72,503,Subduction zone / Continental crust (>25 km),Evidence Credible
300010,Kambalny,Stratovolcano,Russia,51.306,156.875,2116,Subduction zone / Continental crust (>25 km),Eruption Dated
300020,Koshelev,Stratovolcano,Russia,51.356,156.753,1822,Subduction zone / Continental crust (>25 km),Eruption Observed
300021,Yavinsky,Stratovolcano,Russia,51.533,156.629,646,Subduction zone / Continental crust (>25 km),Eruption Dated
300022,Diky Greben,Lava dome(s),Russia,51.452,156.978,1040,Subduction zone / Continental crust (>25 km),Eruption Dated
300023,Kurile Lake,Caldera,Russia,51.45,157.12,81,Subduction zone / Continental crust (>25 km),Eruption Dated
300030,Iliinsky,Stratovolcano,Russia,51.498,157.203,1555,Subduction zone / Continental crust (>25 km),Eruption Observed
300040,Zheltovsky,Stratovolcano,Russia,51.577,157.328,1926,Subduction zone / Continental crust (>25 km),Eruption Observed
300041,Kell,Stratovolcano(es),Russia,51.65,157.35,900,Subduction zone / Continental crust (>25 km),Evidence Credible
300042,Belenkaya,Stratovolcano,Russia,51.75,157.27,892,Subduction zone / Continental crust (>25 km),Evidence Credible
300050,Ksudach,Stratovolcano,Russia,51.844,157.572,1079,Subduction zone / Continental crust (>25 km),Eruption Observed
300051,Ozernoy,Shield,Russia,51.88,157.38,562,Subduction zone / Continental crust (>25 km),Evidence Credible
300052,Olkoviy Volcanic Group,Volcanic field,Russia,52.02,157.53,681,Subduction zone / Continental crust (>25 km),Evidence Credible
300053,Khodutka,Stratovolcano(es),Russia,52.062,157.711,2039,Subduction zone / Continental crust (>25 km),Eruption Dated
300054,Piratkovsky,Stratovolcano,Russia,52.113,157.849,1322,Subduction zone / Continental crust (>25 km),Evidence Credible
300055,Ostanets,Shield(s),Russia,52.146,157.322,719,Subduction zone / Continental crust (>25 km),Evidence Credible
300056,Otdelniy,Pyroclastic cone(s),Russia,52.221,157.435,814,Subduction zone / Continental crust (>25 km),Evidence Credible
300057,Golaya,Stratovolcano,Russia,52.263,157.787,858,Subduction zone / Continental crust (>25 km),Evidence Credible
300058,Asacha,Complex,Russia,52.355,157.827,1910,Subduction zone / Continental crust (>25 km),Evidence Credible
300059,Visokiy,Stratovolcano,Russia,52.43,157.93,1234,Subduction zone / Continental crust (>25 km),Evidence Credible
300060,Mutnovsky,Complex,Russia,52.449,158.196,2288,Subduction zone / Continental crust (>25 km),Eruption Observed
300070,Gorely,Caldera,Russia,52.559,158.03,1799,Subduction zone / Continental crust (>25 km),Eruption Observed
300080,Opala,Caldera,Russia,52.543,157.339,2439,Subduction zone / Continental crust (>25 km),Eruption Observed
300082,Tolmachev Dol,Pyroclastic cone(s),Russia,52.63,157.58,1021,Subduction zone / Continental crust (>25 km),Eruption Dated
300083,Vilyuchik,Stratovolcano,Russia,52.7,158.28,2173,Subduction zone / Continental crust (>25 km),Eruption Dated
300084,Barkhatnaya Sopka,Lava dome(s),Russia,52.802,158.24,874,Subduction zone / Continental crust (>25 km),Eruption Dated
300087,Bolshe-Bannaya,Lava dome(s),Russia,52.9,157.78,1200,Subduction zone / Continental crust (>25 km),Evidence Credible
300090,Koryaksky,Stratovolcano,Russia,53.321,158.712,3430,Subduction zone / Continental crust (>25 km),Eruption Observed
300100,Avachinsky,Stratovolcano,Russia,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed
300110,Dzenzursky,Compound,Russia,53.637,158.922,2285,Subduction zone / Continental crust (>25 km),Evidence Credible
300120,Zhupanovsky,Compound,Russia,53.589,159.15,2899,Subduction zone / Continental crust (>25 km),Eruption Observed
300121,Veer,Pyroclastic cone(s),Russia,53.75,158.45,520,Subduction zone / Continental crust (>25 km),Eruption Dated
300122,Kostakan,Pyroclastic cone(s),Russia,53.83,158.05,1150,Subduction zone / Continental crust (>25 km),Eruption Dated
300123,Bakening,Stratovolcano,Russia,53.905,158.07,2278,Subduction zone / Continental crust (>25 km),Eruption Dated
300124,Zavaritsky,Pyroclastic cone(s),Russia,53.905,158.385,1567,Subduction zone / Continental crust (>25 km),Eruption Dated
300125,Akademia Nauk,Stratovolcano(es),Russia,53.98,159.45,1180,Subduction zone / Continental crust (>25 km),Eruption Observed
300130,Karymsky,Stratovolcano,Russia,54.049,159.443,1513,Subduction zone / Continental crust (>25 km),Eruption Observed
300140,Maly Semyachik,Caldera,Russia,54.135,159.674,1527,Subduction zone / Continental crust (>25 km),Eruption Observed
300150,Bolshoi Semiachik,Stratovolcano(es),Russia,54.32,160.02,1720,Subduction zone / Continental crust (>25 km),Eruption Dated
300160,Taunshits,Stratovolcano,Russia,54.528,159.804,2301,Subduction zone / Continental crust (>25 km),Eruption Dated
300170,Uzon,Caldera(s),Russia,54.5,159.97,1617,Subduction zone / Continental crust (>25 km),Eruption Dated
300180,Kikhpinych,Stratovolcano(es),Russia,54.489,160.251,1515,Subduction zone / Continental crust (>25 km),Eruption Dated
300190,Krasheninnikov,Caldera,Russia,54.596,160.27,1816,Subduction zone / Continental crust (>25 km),Eruption Dated
300200,Kronotsky,Stratovolcano,Russia,54.753,160.533,3482,Subduction zone / Continental crust (>25 km),Eruption Observed
300201,Schmidt,Shield,Russia,54.92,160.63,2020,Subduction zone / Continental crust (>25 km),Evidence Credible
300210,Gamchen,Complex,Russia,54.974,160.703,2539,Subduction zone / Continental crust (>25 km),Eruption Dated
300220,Komarov,Stratovolcano,Russia,55.033,160.725,2065,Subduction zone / Continental crust (>25 km),Eruption Dated
300221,Vysoky,Stratovolcano,Russia,55.064,160.765,2129,Subduction zone / Continental crust (>25 km),Eruption Dated
300230,Kizimen,Stratovolcano,Russia,55.131,160.32,2334,Subduction zone / Continental crust (>25 km),Eruption Observed
300240,Tolbachik,Shield,Russia,55.832,160.326,3611,Subduction zone / Continental crust (>25 km),Eruption Observed
300241,Udina,Stratovolcano(es),Russia,55.758,160.527,2886,Subduction zone / Continental crust (>25 km),Evidence Credible
300242,Zimina,Stratovolcano(es),Russia,55.862,160.603,3057,Subduction zone / Continental crust (>25 km),Evidence Credible
300250,Bezymianny,Stratovolcano,Russia,55.972,160.595,2882,Subduction zone / Continental crust (>25 km),Eruption Observed
300251,Kamen,Stratovolcano,Russia,56.02,160.593,4585,Subduction zone / Continental crust (>25 km),Evidence Credible
300260,Klyuchevskoy,Stratovolcano,Russia,56.056,160.642,4754,Subduction zone / Continental crust (>25 km),Eruption Observed
300261,Ushkovsky,Compound,Russia,56.113,160.509,3943,Subduction zone / Continental crust (>25 km),Eruption Observed
300270,Sheveluch,Stratovolcano,Russia,56.653,161.36,3283,Subduction zone / Continental crust (>25 km),Eruption Observed
300271,Piip,Submarine,Russia,55.42,167.33,-300,Subduction zone / Intermediate crust (15-25 km),Eruption Dated
300272,Khangar,Stratovolcano,Russia,54.761,157.407,1967,Subduction zone / Continental crust (>25 km),Eruption Dated
300273,Cherpuk Group,Pyroclastic cone(s),Russia,55.55,157.47,1868,Subduction zone / Continental crust (>25 km),Eruption Dated
300280,Ichinsky,Stratovolcano,Russia,55.678,157.718,3596,Subduction zone / Continental crust (>25 km),Eruption Observed
300290,Maly Payalpan,Shield(s),Russia,55.82,157.98,1802,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300300,Bolshoi Payalpan,Shield(s),Russia,55.88,157.78,1906,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300310,Plosky,Shield,Russia,55.2,158.47,1236,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300320,Akhtang,Shield,Russia,55.43,158.65,1956,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300330,Kozyrevsky,Shield,Russia,55.58,158.38,2016,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300340,Romanovka,Stratovolcano,Russia,55.65,158.8,1442,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300350,Uksichan,Shield,Russia,56.08,158.38,1692,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300360,Bolshoi-Kekuknaysky,Shield(s),Russia,56.483,157.917,1401,Subduction zone / Continental crust (>25 km),Eruption Dated
300370,Kulkev,Shield,Russia,56.37,158.37,915,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300380,Geodesistoy,Shield,Russia,56.33,158.67,1170,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300390,Anaun,Stratovolcano,Russia,56.32,158.83,1828,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300400,Krainy,Shield,Russia,56.37,159.03,1554,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300410,Kekurny,Shield(s),Russia,56.4,158.85,1377,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300420,Eggella,Shield,Russia,56.57,158.52,1046,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300440,Verkhovoy,Shield,Russia,56.52,159.53,1400,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300450,Alney-Chashakondzha,Stratovolcano,Russia,56.656,159.647,2570,Subduction zone / Continental crust (>25 km),Eruption Dated
300460,Cherny,Stratovolcano,Russia,56.82,159.67,1778,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300470,Pogranychny,Shield(s),Russia,56.85,159.8,1427,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300480,Zaozerny,Shield(s),Russia,56.88,159.95,1349,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300490,Bliznets,Stratovolcano,Russia,56.97,159.78,1244,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300500,Kebeney,Shield,Russia,57.1,159.93,1527,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300510,Fedotych,Shield,Russia,57.13,160.4,965,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300511,Shisheika,Lava dome,Russia,57.153,161.09,355,Subduction zone / Continental crust (>25 km),Eruption Dated
300512,Terpuk,Shield,Russia,57.2,159.83,765,Subduction zone / Continental crust (>25 km),Eruption Dated
300520,Sedanka Lava Field,Volcanic field,Russia,57.317,160.067,1399,Subduction zone / Continental crust (>25 km),Eruption Dated
300530,Leutongey,Shield,Russia,57.306,159.827,1318,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300540,Tuzovsky,Shield(s),Russia,57.32,159.967,1516,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300550,Gorny Institute,Stratovolcano,Russia,57.33,160.2,2125,Subduction zone / Continental crust (>25 km),Eruption Dated
300551,Kinenin,Maar,Russia,57.35,160.97,583,Subduction zone / Continental crust (>25 km),Eruption Dated
300552,Bliznetsy,Lava cone,Russia,57.35,161.37,265,Subduction zone / Continental crust (>25 km),Eruption Dated
300560,Titila,Shield(s),Russia,57.406,160.108,1523,Subduction zone / Continental crust (>25 km),Eruption Dated
300570,Mezhdusopochny,Shield,Russia,57.47,160.25,1641,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300580,Shishel,Shield,Russia,57.45,160.37,2525,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300590,Elovsky,Shield(s),Russia,57.55,160.53,1381,Subduction zone / Continental crust (>25 km),Eruption Dated
300600,Alngey,Stratovolcano,Russia,57.702,160.418,1822,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300610,Uka,Shield,Russia,57.706,160.59,1607,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300620,Kaileney,Shield,Russia,57.8,160.67,1582,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300630,Plosky,Shield,Russia,57.83,160.25,1255,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300640,Bely,Shield(s),Russia,57.88,160.53,2080,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300650,Nylgimelkin,Shield(s),Russia,57.97,160.65,1764,Subduction zone / Continental crust (>25 km),Eruption Dated
300660,Snezhniy,Shield,Russia,58.02,160.8,2169,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300670,Iktunup,Shield(s),Russia,58.08,160.77,2300,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300671,Spokoiny,Stratovolcano,Russia,58.13,160.82,2171,Subduction zone / Continental crust (>25 km),Eruption Dated
300680,Ostry,Stratovolcano,Russia,58.18,160.82,2552,Subduction zone / Continental crust (>25 km),Eruption Dated
300690,Snegovoy,Shield,Russia,58.2,160.97,2169,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300700,Severny,Shield,Russia,58.28,160.87,1936,Subduction zone / Continental crust (>25 km),Eruption Dated
300710,Iettunup,Shield(s),Russia,58.4,161.08,1340,Subduction zone / Continental crust (>25 km),Evidence Uncertain
300720,Voyampolsky,Shield(s),Russia,58.374,160.631,1103,Subduction zone / Continental crust (>25 km),Evidence Uncertain
302030,Udokan Plateau,Pyroclastic cone(s),Russia,56.28,117.77,2180,Rift zone / Continental crust (>25 km),Eruption Dated
302040,Vitim Volcanic Field,Pyroclastic cone(s),Russia,53.75,113.25,1250,Unknown,Evidence Credible
302050,Tunkin Depression,Volcanic field,Russia,51.5,102.5,1200,Rift zone / Continental crust (>25 km),Evidence Uncertain
302060,Jom-Bolok,Volcanic field,Russia,52.713,99.021,2047,Rift zone / Continental crust (>25 km),Eruption Dated
302070,Azas Plateau,Volcanic field,Russia,52.433,98.303,2765,Rift zone / Continental crust (>25 km),Evidence Credible
303010,Taryatu-Chulutu,Volcanic field,Mongolia,48.133,99.95,2326,Intraplate / Continental crust (>25 km),Eruption Dated
303020,Khanuy Gol,Volcanic field,Mongolia,48.67,102.75,1886,Intraplate / Continental crust (>25 km),Evidence Credible
303040,Dariganga Volcanic Field,Pyroclastic cone(s),Mongolia,45.754,114.279,1778,Intraplate / Continental crust (>25 km),Evidence Credible
304030,Kunlun Volcanic Group,Pyroclastic cone(s),China,35.52,80.2,5808,Intraplate / Continental crust (>25 km),Eruption Observed
305010,Honggeertu,Pyroclastic cone(s),China,41.59,113.111,1605,Intraplate / Continental crust (>25 km),Evidence Uncertain
305011,Arxan-Chaihe,Pyroclastic cone(s),China,47.45,120.8,1677,Intraplate / Continental crust (>25 km),Eruption Dated
305020,Keluo Group,Pyroclastic cone(s),China,49.37,125.92,670,Intraplate / Continental crust (>25 km),Evidence Credible
305030,Wudalianchi,Volcanic field,China,48.722,126.15,597,Intraplate / Continental crust (>25 km),Eruption Observed
305040,Jingbo,Volcanic field,China,44.08,128.83,1000,Intraplate / Continental crust (>25 km),Eruption Dated
305050,Longgang Group,Pyroclastic cone(s),China,42.33,126.5,1000,Intraplate / Continental crust (>25 km),Eruption Dated
305060,Changbaishan,Stratovolcano,China-North Korea,41.98,128.08,2744,Intraplate / Continental crust (>25 km),Eruption Observed
306020,Ch'uga-ryong,Shield,North Korea-South Korea,38.33,127.33,452,Intraplate / Continental crust (>25 km),Evidence Uncertain
306030,Ulreung,Stratovolcano,South Korea,37.5,130.87,984,Intraplate / Continental crust (>25 km),Eruption Dated
306040,Halla,Shield,South Korea,33.361,126.53,1919,Intraplate / Continental crust (>25 km),Eruption Observed
311010,Buldir,Stratovolcano,United States,52.35,175.911,656,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
311020,Kiska,Stratovolcano,United States,52.103,177.602,1220,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311030,Segula,Stratovolcano,United States,52.015,178.136,1160,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
311040,Davidof,Stratovolcano,United States,51.97,178.33,328,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
311050,Little Sitkin,Stratovolcano,United States,51.95,178.543,1174,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311060,Semisopochnoi,Stratovolcano,United States,51.93,179.58,1221,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311070,Gareloi,Stratovolcano,United States,51.79,-178.794,1573,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311080,Tanaga,Stratovolcano(es),United States,51.885,-178.146,1806,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311090,Takawangha,Stratovolcano,United States,51.873,-178.006,1449,Subduction zone / Intermediate crust (15-25 km),Eruption Dated
311100,Bobrof,Stratovolcano,United States,51.91,-177.438,738,Subduction zone / Intermediate crust (15-25 km),Evidence Uncertain
311110,Kanaga,Stratovolcano,United States,51.923,-177.168,1307,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311111,Moffett,Stratovolcano,United States,51.944,-176.747,1196,Subduction zone / Intermediate crust (15-25 km),Eruption Dated
311120,Great Sitkin,Stratovolcano,United States,52.076,-176.13,1740,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311130,Kasatochi,Stratovolcano,United States,52.177,-175.508,314,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311140,Koniuji,Stratovolcano,United States,52.22,-175.13,273,Subduction zone / Intermediate crust (15-25 km),Eruption Dated
311160,Atka,Stratovolcano(es),United States,52.331,-174.139,1448,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311161,Korovin,Stratovolcano(es),United States,52.381,-174.166,1518,Subduction zone / Continental crust (>25 km),Eruption Observed
311180,Seguam,Stratovolcano(es),United States,52.315,-172.51,1054,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311190,Amukta,Stratovolcano,United States,52.5,-171.252,1066,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311200,Chagulak,Stratovolcano,United States,52.577,-171.13,1142,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
311210,Yunaska,Shield,United States,52.643,-170.629,550,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311220,Herbert,Stratovolcano,United States,52.742,-170.111,1280,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
311230,Carlisle,Stratovolcano,United States,52.894,-170.054,1620,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311240,Cleveland,Stratovolcano,United States,52.825,-169.944,1730,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311241,Tana,Stratovolcano(es),United States,52.83,-169.77,1170,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
311250,Uliaga,Stratovolcano,United States,53.065,-169.77,888,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
311260,Kagamil,Stratovolcano,United States,52.974,-169.72,893,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311270,Vsevidof,Stratovolcano,United States,53.13,-168.693,2149,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311280,Recheschnoi,Stratovolcano,United States,53.157,-168.539,1984,Subduction zone / Intermediate crust (15-25 km),Evidence Credible
311290,Okmok,Shield,United States,53.43,-168.13,1073,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311300,Bogoslof,Submarine,United States,53.93,-168.03,150,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311310,Makushin,Stratovolcano,United States,53.891,-166.923,1800,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311320,Akutan,Stratovolcano,United States,54.134,-165.986,1303,Subduction zone / Intermediate crust (15-25 km),Eruption Observed
311340,Westdahl,Stratovolcano?,United States,54.516,-164.65,1563,Subduction zone / Continental crust (>25 km),Eruption Observed
311350,Fisher,Stratovolcano,United States,54.65,-164.43,1112,Subduction zone / Continental crust (>25 km),Eruption Observed
311360,Shishaldin,Stratovolcano,United States,54.756,-163.97,2857,Subduction zone / Continental crust (>25 km),Eruption Observed
311370,Isanotski,Stratovolcano,United States,54.765,-163.723,2446,Subduction zone / Continental crust (>25 km),Evidence Uncertain
311380,Roundtop,Stratovolcano,United States,54.8,-163.589,1871,Subduction zone / Continental crust (>25 km),Eruption Dated
311390,Amak,Stratovolcano,United States,55.424,-163.149,488,Subduction zone / Continental crust (>25 km),Eruption Observed
312010,Frosty,Stratovolcano(es),United States,55.067,-162.835,1728,Subduction zone / Continental crust (>25 km),Evidence Credible
312011,Dutton,Stratovolcano,United States,55.183,-162.276,1465,Subduction zone / Continental crust (>25 km),Evidence Credible
312020,Emmons Lake,Caldera,United States,55.341,-162.073,1436,Subduction zone / Continental crust (>25 km),Evidence Credible
312030,Pavlof,Stratovolcano,United States,55.417,-161.894,2493,Subduction zone / Continental crust (>25 km),Eruption Observed
312040,Pavlof Sister,Stratovolcano,United States,55.457,-161.854,2142,Subduction zone / Continental crust (>25 km),Evidence Credible
312050,Dana,Stratovolcano,United States,55.641,-161.214,1354,Subduction zone / Continental crust (>25 km),Eruption Dated
312051,Stepovak Bay 2,Pyroclastic cone,United States,55.913,-160.041,1323,Subduction zone / Continental crust (>25 km),Evidence Credible
312052,Stepovak Bay 3,Pyroclastic cone,United States,55.929,-160.002,1555,Subduction zone / Continental crust (>25 km),Evidence Uncertain
312053,Stepovak Bay 4,Stratovolcano,United States,55.954,-159.954,1557,Subduction zone / Continental crust (>25 km),Evidence Credible
312060,Kupreanof,Stratovolcano,United States,56.011,-159.797,1895,Subduction zone / Continental crust (>25 km),Evidence Uncertain
312070,Veniaminof,Stratovolcano,United States,56.17,-159.38,2507,Subduction zone / Continental crust (>25 km),Eruption Observed
312080,Black Peak,Stratovolcano,United States,56.552,-158.785,1032,Subduction zone / Continental crust (>25 km),Eruption Dated
312090,Aniakchak,Caldera,United States,56.88,-158.17,1341,Subduction zone / Continental crust (>25 km),Eruption Observed
312100,Yantarni,Stratovolcano,United States,57.019,-157.185,1345,Subduction zone / Continental crust (>25 km),Eruption Dated
312110,Chiginagak,Stratovolcano,United States,57.135,-156.99,2221,Subduction zone / Continental crust (>25 km),Eruption Observed
312120,Kialagvik,Stratovolcano,United States,57.203,-156.745,1677,Subduction zone / Continental crust (>25 km),Evidence Credible
312130,Ugashik-Peulik,Stratovolcano,United States,57.751,-156.368,1474,Subduction zone / Continental crust (>25 km),Eruption Observed
312131,Ukinrek Maars,Maar(s),United States,57.832,-156.51,91,Subduction zone / Continental crust (>25 km),Eruption Observed
312132,Unnamed,Lava dome,United States,57.87,-155.411,402,Subduction zone / Continental crust (>25 km),Evidence Credible
312140,Martin,Stratovolcano,United States,58.172,-155.361,1863,Subduction zone / Continental crust (>25 km),Eruption Dated
312150,Mageik,Stratovolcano,United States,58.195,-155.253,2165,Subduction zone / Continental crust (>25 km),Eruption Dated
312160,Trident,Stratovolcano,United States,58.236,-155.1,1864,Subduction zone / Continental crust (>25 km),Eruption Observed
312170,Katmai,Stratovolcano,United States,58.28,-154.963,2047,Subduction zone / Continental crust (>25 km),Eruption Observed
312180,Novarupta,Caldera,United States,58.27,-155.157,841,Subduction zone / Continental crust (>25 km),Eruption Observed
312190,Griggs,Stratovolcano,United States,58.354,-155.092,2317,Subduction zone / Continental crust (>25 km),Eruption Dated
312200,Snowy Mountain,Stratovolcano(es),United States,58.336,-154.682,2162,Subduction zone / Continental crust (>25 km),Eruption Dated
312210,Denison,Stratovolcano,United States,58.418,-154.449,2287,Subduction zone / Continental crust (>25 km),Evidence Uncertain
312220,Steller,Stratovolcano,United States,58.43,-154.4,2272,Subduction zone / Continental crust (>25 km),Evidence Credible
312230,Kukak,Stratovolcano,United States,58.453,-154.355,2043,Subduction zone / Continental crust (>25 km),Unrest / Holocene
312250,Kaguyak,Lava dome(s),United States,58.608,-154.028,901,Subduction zone / Continental crust (>25 km),Eruption Dated
312260,Fourpeaked,Stratovolcano,United States,58.77,-153.672,2105,Subduction zone / Continental crust (>25 km),Eruption Observed
312270,Douglas,Stratovolcano,United States,58.855,-153.542,2140,Subduction zone / Continental crust (>25 km),Evidence Credible
313010,Augustine,Lava dome(s),United States,59.363,-153.43,1252,Subduction zone / Continental crust (>25 km),Eruption Observed
313020,Iliamna,Stratovolcano,United States,60.032,-153.09,3053,Subduction zone / Continental crust (>25 km),Eruption Observed
313030,Redoubt,Stratovolcano,United States,60.485,-152.742,3108,Subduction zone / Continental crust (>25 km),Eruption Observed
313040,Spurr,Stratovolcano,United States,61.299,-152.251,3374,Subduction zone / Continental crust (>25 km),Eruption Observed
313050,Hayes,Stratovolcano,United States,61.64,-152.411,3034,Subduction zone / Continental crust (>25 km),Eruption Dated
314010,St. Paul Island,Shield,United States,57.18,-170.3,203,Intraplate / Continental crust (>25 km),Eruption Dated
314030,Ingakslugwat Hills,Pyroclastic cone(s),United States,61.43,-164.47,190,Intraplate / Continental crust (>25 km),Evidence Credible
314040,St. Michael,Shield(s),United States,63.45,-162.12,715,Intraplate / Continental crust (>25 km),Evidence Credible
314060,Imuruk Lake,Shield(s),United States,65.517,-163.45,610,Intraplate / Continental crust (>25 km),Eruption Dated
315001,Buzzard Creek,Tuff ring(s),United States,64.062,-148.433,830,Subduction zone / Continental crust (>25 km),Eruption Dated
315020,Wrangell,Shield,United States,62.006,-144.017,4278,Intraplate / Continental crust (>25 km),Eruption Observed
315030,Churchill,Stratovolcano,United States,61.38,-141.75,5005,Intraplate / Continental crust (>25 km),Eruption Dated
315040,Edgecumbe,Stratovolcano(es),United States,57.05,-135.75,970,Intraplate / Continental crust (>25 km),Eruption Dated
315050,Duncan Canal,Volcanic field,United States,56.5,-133.1,15,Subduction zone / Continental crust (>25 km),Evidence Credible
315060,Tlevak Strait-Suemez Is.,Volcanic field,United States,55.25,-133.3,50,Subduction zone / Continental crust (>25 km),Evidence Credible
315070,Behm Canal-Rudyerd Bay,Pyroclastic cone(s),United States,55.32,-131.05,500,Intraplate / Continental crust (>25 km),Evidence Uncertain
320010,Fort Selkirk,Volcanic field,Canada,62.93,-137.38,1239,Intraplate / Continental crust (>25 km),Evidence Uncertain
320020,Alligator Lake,Volcanic field,Canada,60.42,-135.42,2217,Intraplate / Continental crust (>25 km),Evidence Credible
320030,Atlin Volcanic Field,Pyroclastic cone(s),Canada,59.68,-133.32,1880,Intraplate / Continental crust (>25 km),Evidence Credible
320031,Tuya Volcanic Field,Volcanic field,Canada,59.37,-130.58,2123,Intraplate / Continental crust (>25 km),Evidence Credible
320040,Heart Peaks,Shield,Canada,58.6,-131.97,2012,Intraplate / Continental crust (>25 km),Evidence Uncertain
320050,Level Mountain,Shield,Canada,58.42,-131.35,2190,Intraplate / Continental crust (>25 km),Evidence Uncertain
320060,Edziza,Stratovolcano,Canada,57.72,-130.63,2786,Intraplate / Continental crust (>25 km),Eruption Dated
320070,Spectrum Range,Shield,Canada,57.43,-130.68,2430,Intraplate / Continental crust (>25 km),Evidence Credible
320080,Hoodoo Mountain,Subglacial,Canada,56.78,-131.28,1850,Intraplate / Continental crust (>25 km),Eruption Dated
320090,Iskut-Unuk River Cones,Pyroclastic cone(s),Canada,56.58,-130.55,1880,Intraplate / Continental crust (>25 km),Eruption Dated
